Application Id,Application Date,Publication Date,Country,Title,Abstract,Applicants,Inventors,y
JP270586593,30.08.2004,09.03.2006,JP,GARBAGE TREATMENT MACHINE,"PROBLEM TO BE SOLVED: To provide a garbage treatment machine constituted so as to treat garbage using ceramics carrying microorganisms thereon, enhanced in the volume reducing ratio of garbage and small-sized as compared with a conventional garbage treatment apparatus.SOLUTION: The garbage treatment machine is equipped with a cylindrical rotary treatment tank having an inner surface resistance plate for treating charged organic matter such as garbage or the like, a support stand for holding a compression plate and a scraping plate, a garbage charging port, a treated residue receiving tank, a means for driving the rotary treatment tank, a garbage heating means, the blower means to the rotary treatment tank, the filter and deodorizing means provided to an exhaust port and the exhaust means from the rotary treatment tank. The rotary treatment tank is preferably inclined with respect to horizontality and the deodorizing means preferably has at least two kinds of different deodorant.COPYRIGHT: (C)2006,JPO&NCIPI",KANKYO KIKI KAIHATSU:KK; 株式会社　環境機器開発; MASUTANI SEIKO KK; 桝谷精工株式会社,OBARA TAKASHI; 小原　孝; MASUTANI TOSHIKAZU; 桝谷　壽員,1
CN155811783,20.12.2007,12.11.2008,CN,单车行走跨池作业刮料式翻抛机,本实用新型涉及一种属于机械翻动抛洒设备技术领域的单车行走跨池作业刮料式翻抛机。它设有大车架，大车架可在窑池边缘的铁轨上前后移动，在大车架的上部设有小车架，小车架可在大车架上左右移动。在小车架上的主电机带动主动链轮，主动链轮通过刺板翻抛链带动从动链轮转动，在小车架上设有的提升滚筒通过钢丝绳可向上拉起翻抛链，这样刺板翻抛链将物料不断地从底部向上部翻起并可跨池作业。本实用新型很好地解决了制作有机肥时人工劳动强度大，有机肥发酵不均匀的技术问题。,辽宁元亨生物科技有限公司,蔡德贵; 王轶群; 孟凡东; 张明; 李经武; 李国坚,1
CN281783246,19.11.2019,03.01.2020,CN,一种城市餐厨垃圾厌氧发酵沼渣好氧堆肥通风系统,本发明公开了一种城市餐厨垃圾厌氧发酵沼渣好氧堆肥通风系统，主要包括发酵罐以及一对结构相同的总进气管，一对所述总进气管安装于发酵罐上，本发明的有益效果是，该好氧堆肥通风系统结构新颖，使用方便，通过其上的总进气管以及供气机构组成一个空气压缩进气设备，使用空压机进气并利用温控组件对空气进行温度调节，使通入发酵罐内的空气温度适中，避免破坏好氧发酵的温度，同时在罐体底部设有翻搅机构从而对罐体底部的堆肥进行翻搅，使其内部的堆肥与空气充分接触，并且在发酵罐内设有角度调节结构，调整进气角度，使空气进气角度可调，从而针对堆肥的不同位置进行喷气，使空气与堆肥接触更加充分。,CHONGQING UNIVERSITY; 重庆大学,LIU ANPING; 刘安平; HUANG YINGZHOU; 黄映洲; SUN XIAONAN; 孙晓楠; YANG DONGXIA; 杨东侠; ZHANG XUANMEI; 张选梅; ZHANG XIN; 张欣; ZENG ZUGANG; 曾祖刚; HUANG ANSHOU; 黄安寿,2
CN304849639,19.10.2019,18.08.2020,CN,一种便于堆肥的厨余垃圾处理装置,本实用新型公开了一种便于堆肥的厨余垃圾处理装置，包括箱体，所述箱体底部的中心处固定连接有第一电机，所述第一电机输出端的顶部贯穿至箱体的内腔并固定连接有固定架，所述固定架内腔两侧的中心处均固定连接有支撑板，所述固定架内腔两侧的顶部均固定连接有固定板，所述固定板的顶部镶嵌有螺纹套，所述螺纹套的内腔螺纹连接有螺纹杆。本实用新型通过放置网框、固定架、支撑腿、支撑板、固定板、螺纹杆、螺纹套、固定槽、连接板和压板的配合使用，能够对厨余垃圾进行粉碎和固液分离，使其方便用作堆肥材料，解决了现有的厨余垃圾处理装置处理后的垃圾不方便进行堆肥，造成了厨余垃圾无法进行二次利用，降低了环保性的问题。,"SICHUAN FUYILIAN INFORMATION TECHNOLOGY CO., LTD.; 四川富亿联信息科技有限公司",HE QUANJUN; 何泉均,1
KR4233154,26.11.2007,29.05.2009,KR,"SOLAR PHOTOVOLTAIC TEMPORARY TOILET, CAPABLE OF SAVING THE ENERGY",PURPOSE: A solar photovoltaic temporary toilet is provided to recycle resources as clean organic compost by cultivating effective microorganisms and supplying the microorganisms to excrement to be completely fermented. CONSTITUTION: A solar photovoltaic temporary toilet comprises: a lower structure frame(01); an upper part(02); a lightweight and firm part serving as a leg; a toilet(03) located on the top of the lower structure frame; a cover(05) through which excrement(04) is easily and conveniently taken out; a pipe(08) having holes at some distance from each other; the holes through which an effective microorganism diluted solution is sprayed to the excrement; and a storing chamber(44) storing excrement. ©KIPO 2009,"RYU, JAI HAN; HWANG, HWAN GI; NANODMS INC.; 류재한; 황환기; 나노디엠에스주식회사","HWANG, HWAN GI; 황환기; RYU, JAI HAN; 류재한",0
CN83781315,24.06.2009,25.11.2009,CN,有机固体废弃物水份调节高温好氧堆肥装置及方法,有机固体废弃物水份调节高温好氧堆肥装置及方法，它涉及一种有机固体废弃物堆肥装置及方法。本发明解决了现有的仓式强制通风堆肥过程中的堆体含水率上下分布不均，影响了堆肥产品的质量的问题，现有的调节含水率的方式存在设备复杂和成本高的缺陷。本发明的装置的锥形仓顶安装在发酵仓的上端面上，环形集水槽设置在发酵仓内，多个布水器均设置在发酵仓内，进水管的上端与环形集水槽连通，出水管的下端与布水管连通；本发明的方法步骤：混合有机固体废弃物与发酵调理剂，进行间歇通风，发酵过程中通过布水器对堆体进行布水，发酵第12～第15天，堆体温度降至40℃以下，堆体发酵过程结束。本发明堆体含水率分布均匀，堆肥产品的质量好，成本低。,Harbin Institute of Technology; 哈尔滨工业大学,Li Weiguang; 李伟光; Zou Jinlin; 邹锦林; Ding Jie; 丁杰; Wang Ke; 王科,2
JP268685841,08.11.1999,15.05.2001,JP,HORIZONTAL PADDLE FERMENTATION DEVICE AND METHOD FOR OPERATING THE DEVICE,"PROBLEM TO BE SOLVED: To provide a horizontal paddle fermentation device which is stably operated regardless of the conditions of a raw material to be charged into a fermentaion tank as well as a method for operating the device. SOLUTION: The horizontal paddle fermentation device is composed of a horizontal fermentation tank 1 in which a raw material is stored and fermented into compost, a paddle stirring device 2 which stirs the raw material while cutting and moving it in a unidirection, a travelling device 3 for freely moving the paddle stirring device 2 inside the fermentation tank 1 and a traversing device 4 for moving the device 2 transversely. When the paddle stirring device 2 moves in a zigzag fashion, repetitively traversing and traveling from a discharge opening 1b to a loading opening 1a of the fermentation tank 1 and reaches the sidewall part of the fermentation tank 1, an operating control mechanism arranged moves the device 2 transversely in a reverse direction (c) within the width of the device 2 at the specified position (b). A specified position where the device 2 is moved transversely in the reverse direction (c) can be decided based on a value obtained by detecting and estimating the loaded condition of the stirring device 2 electrically, mechanically and physically.COPYRIGHT: (C)2001,JPO",EBARA CORP; 株式会社荏原製作所,NOMOTO MASAO; 野本　正雄; KURIO TETSUYA; 栗生　哲也,0
JP268847253,07.04.2000,16.10.2001,JP,TREATMENT METHOD FOR SLUDGE,"PROBLEM TO BE SOLVED: To provide a treatment method for sludge which creates an organic carbon source for denitrification from the sludge by using ozone, decreases the amount of the sludge to be discharged and allows the effective utilization of resources in combined treatment of night soil and septic tank sludge and methane fermentation sludge of organic liquid wastes. SOLUTION: The liquid mixture of the night soil and septic tank sludge is treated in a biological treatment stage 3 including a denitrification stage. Excess sludge generated in this biological treatment is reacted with ozone in an ozone reacting vessel 7 and the ozone treated sludge is subjected to solid- liquid separation to a separated liquid and separated sludge by a dewatering device 8. The separated liquid is returned to the biological treatment process stage 1 and is used as the organic carbon source of the denitrification stage. The separated sludge is composed.COPYRIGHT: (C)2001,JPO",KUBOTA CORP; 株式会社クボタ,MADOKORO TAKETOSHI; 間處　威俊; OBA SHINJI; 大庭　真治; FUJITA TOMOKO; 藤田　智子; OSHIMA HIDEHARU; 大島　秀晴,0
JP268261129,21.09.1998,04.04.2000,JP,HIGHLY EFFICIENT AEROBIC FERMENTATION OF ORGANIC WASTE,"PROBLEM TO BE SOLVED: To provide a method by which organic waste can be fermented at a high rate and with high efficiency.SOLUTION: In this method, at the time of controlling the fermentation process in a complete mixing type fermenter capable of fermenting charged organic waste while completely mixing the organic waste, change in water content of each of different kinds of organic waste having different properties from each other, in the fermentation process is measured to predetermine a timewise water content change point at which the water content reaches a lower limit value. In the process of fermentation of organic waste 13 that is an object to be treated, the fermenter is replenished with hot water 16 at the timewise water content change point to maintain the water content of a material 15 being fermented in the fermenter, at an adequate level for the fermentation.COPYRIGHT: (C)2000,JPO",KUBOTA CORP; 株式会社クボタ; HAYAMIZU YASUO; 速水　靖夫,UENO SUSUMU; 上野　将; MORO MASASHI; 師　正史; SOEDA YUJI; 添田　祐二; YAMAMOTO TETSUYA; 山本　哲也; SHIBATA TOSHIYUKI; 柴田　敏行; HAYAMIZU YASUO; 速水　靖夫,0
AU181662853,24.10.2014,19.05.2016,AU,A composter,"A composter for producing compost from household and other types of waste material, the composter being adapted to stand upright and including a side wall that defines a compost-forming space, the side wall including at least one region having an outer panel and an inner panel having a gap therebetween for air flow from outside the composter to enter through the gap into the compost forming space, also including an aerator for aerating the compostable material and at least one divider for partitioning the compost forming space into at least two vertically spaced regions to control moisture and/or heat distribution between the spaced regions.",Cloud IP Pty Ltd,"Morrison, Michael",2
CN158334529,09.12.2013,25.06.2014,CN,翻抛机支架用连接工装,本实用新型涉及一种翻抛机支架用连接工装，翻抛机包含有支架主体（1），所述支架主体（1）顶部设置有驾驶室（2），底部设置有履带行走机构（3）和翻料机构（4），支架主体（1）包含有前后平行对称设置的两块主架板（1.1），两块主架板（1.1）之间通过连接板（1.2）相连，主架板（1.1）上设置有多个连接定位孔（1.1.1），连接定位孔（1.1.1）上通过定位法兰（1.1.2）连接有定位螺母（1.1.3），前后两块主架板（1.1）相对应的定位螺母（1.1.3）之间连接有调节轴（1.1.4），调节轴（1.1.4）的两端均设置有外螺纹，调节轴（1.1.4）的两端的外螺纹分别旋置于前后两块主架板（1.1）上的定位螺母（1.1.3）的内螺纹中。本实用新型一种翻抛机支架用连接工装，安装精度高。,江阴市联业生物科技有限公司,陆建明; 曾淑华; 沈其荣,0
CN210646259,10.10.2017,05.01.2018,CN,大型发酵池全自动循环翻抛机及其翻抛方法,本发明涉及一种大型发酵池全自动循环翻抛机及其翻抛方法，属于农用机械设备制造技术领域，包括大型发酵池，PLC控制系统、横向传动机构、纵向传动机构和翻抛机主体，其中，纵向传动机构固定置于大型发酵池的两侧，在翻抛装置上设置有在翻抛机架走位变向时可使翻抛装置相对翻抛机架上下运动的升降装置，所述的PLC控制系统分别与横向传动机构、纵向传动机构、翻抛电机和升降装置电连接；PLC控制系统在数据编程后对翻抛装置进行动力控制使翻抛装置呈“长城形”进行走位，当翻抛装置走位至终点后自动复位至原点形成一个自动循环系统，其针对大型发酵池自动循环翻抛机具有能耗低、翻抛效率高且翻抛质量高的优点。,"ZHEJIANG JIECHENG WASTEWATER TREATMENT CO., LTD.",YE CHENGHONG,1
